"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants","land_id","geom","data_last_updated","data_as_of","data_loaded_at"
"784","George Washington High","600 32nd Ave","San Francisco","94121","1574001","Own","16","School District (Sfusd)","228,800","-122.49102297299999","37.777877680000074","1","Public Utilities Commission","888","POINT (-122.491022973 37.77787768)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"198","Brooks Hall","30 DR CARLTON B GOODLETT PL","San Francisco","94102","0788001","Own","63","Gsa - Real Estate Division","114,789","-122.41795446399999","37.77907985200005","5","Public Library: Public Works: Arts Commission: Public Health: Gsa - Real Estate Division: Municipal Transportation Agency: Law Library: Elections","761","POINT (-122.417954464 37.779079852)","2026/02/27 12:09:27 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1939","Pier 49 - Fishermans Grotto No. 9 (Wharf J-1)","2847 Taylor St","San Francisco","94133","9900070","Own","46","Port","18,796","-122.41614036699997","37.80893012800004","3",,"370","POINT (-122.416140367 37.808930128)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3474","West Portal Clubhouse","131 Lenox Way","San Francisco","94127","2979013A","Own","49","Recreation And Parks",,"-122.46528256099998","37.741752424000026","7",,"63","POINT (-122.465282561 37.741752424)","2019/02/21 11:02:49 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1098","METRO EAST MAINT/OPS FACILITY","601 25th St","San Francisco","94107","4298002","Own","42","Municipal Transportation Agency","180,000","-122.38529745999995","37.751960799000074","10",,"862","POINT (-122.38529746 37.751960799)","2022/08/23 04:50:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"551","Cow Hollow Clubhouse","1 Miley St","San Francisco","94123","0942029","Own","49","Recreation And Parks","675","-122.44473816899995","37.79741037900004","2",,"100","POINT (-122.444738169 37.797410379)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3096","Pier 80 Administration Building","Pier 80","San Francisco","94124","4304002","Own","46","Port",,"-122.38157575699995","37.75048091600007","10",,"409","POINT (-122.381575757 37.750480916)","2018/01/18 10:07:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"857","Helen Crocker Russell Library of Horticulture","1199 09th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46741594399998","37.76696902400005","7",,"56","POINT (-122.467415944 37.766969024)","2019/02/06 10:20:54 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"298","Cabin #24","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"700","Fire Station #18","1935 32nd Ave","San Francisco","94116","2102006","Own","38","Fire Department","15,900","-122.49054390699996","37.75098636300004","4",,"321","POINT (-122.490543907 37.750986363)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"63","48TH AVE/ORTEGA ST SFMTA Operator Bathroom","48th Ave & Ortega St","San Francisco","94116",,"Own","42","Municipal Transportation Agency",,"-122.50733083799997","37.750886630000025","4",,"0","POINT (-122.507330838 37.75088663)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"576","Davies Symphony Hall","201 Van Ness Ave","San Francisco","94102","0810001","Own","53","War Memorial","203,500","-122.42047689199995","37.77767015100005","5",,"185","POINT (-122.420476892 37.777670151)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3055","EQUIP/HAYBARN LOG CABIN","500 Log Cabin Ranch Rd","La Honda","94020","083300010","Own","21","Juvenile Probation",,"-122.25645900699999","37.30479052600003",,,"921","POINT (-122.256459007 37.304790526)","2025/07/09 08:55:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1666","Strybing Greenhouse","1199 09th Ave","San Francisco","94117","1263011","Own","49","Recreation And Parks","2,200","-122.47105649299999","37.766128673000026","7",,"56","POINT (-122.471056493 37.766128673)","2019/02/11 07:22:30 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3318","Leadership Charter High School","350 Seneca Ave","San Francisco","94112","6962001","Own","16","School District (Sfusd)",,"-122.44526103099997","37.72167383100003","11",,"657","POINT (-122.445261031 37.721673831)","2017/05/25 10:26:59 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3408","AIR TRAIN TERMINAL T2 - 379","379 UPPER DOMESTIC LOOP","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38457793999999","37.616739118000055",,,"635","POINT (-122.38457794 37.616739118)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3295","County Jail #6 - Training Facility","1 Moreland Dr","San Bruno","94066","017530010","Own","15","Sheriff","50,000","-122.46124477499995","37.62765766800004",,,"935","POINT (-122.461244775 37.627657668)","2025/07/09 08:56:52 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"348","Cabin #95","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"447","West Portal Playground and SFMTA Central Control","131 Lenox Way","San Francisco","94127","2979013A","Own","42","Municipal Transportation Agency","3,375","-122.46532205399996","37.74173148600005","7",,"63","POINT (-122.465322054 37.741731486)","2019/02/21 10:40:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"938","Jefferson Square Bathrooms","997 Gough St","San Francisco","94109","0745001","Own","49","Recreation And Parks","325","-122.42548988399994","37.78154837300008","5",,"114","POINT (-122.425489884 37.781548373)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3034","SWL 302 Castagnola Rest.","286 Jefferson St","San Francisco","94133","9900070","Own","46","Port","14,806","-122.41656471499999","37.80889916800004","3",,"370","POINT (-122.416564715 37.808899168)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1615","South of Market Mental Health","760 Harrison St","San Francisco","94107","3751150","Lease","9","Non-City",,"-122.39885157199996","37.78167075400006","6","Public Health","1,161","POINT (-122.398851572 37.781670754)","2017/12/27 04:53:30 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1418","Roosevelt Middle","460 Arguello Blvd","San Francisco","94118","1061049","Own","16","School District (Sfusd)","121,000","-122.45835614899994","37.782285288000026","2",,"425","POINT (-122.458356149 37.782285288)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"584","Workforce Development Center – Mission","3120 Mission St","San Francisco","94110",,"Lease","9","Non-City",,"-122.41895847599994","37.74756262300008","9","Human Services Agency",,"POINT (-122.418958476 37.747562623)","2019/09/11 10:27:30 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"164","Bay Bridge Pump Pier W-1","475 Spear St","San Francisco","94105","3769001","Own","46","Port",,"-122.38835424899997","37.78820212900007","6","Public Utilities Commission","468","POINT (-122.388354249 37.788202129)","2025/10/21 05:21:51 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"979","La Grande Pump Station/Tanks","Ina Ct & La Grande Ave","San Francisco","94112","6190066","Own","49","Recreation And Parks",,"-122.42317721699999","37.72356859900003","11",,"779","POINT (-122.423177217 37.723568599)","2018/11/09 12:05:24 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
